,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,low,medium,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical
5584,0.51,0.98,4,269,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9482,0.87,0.97,5,151,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9791,0.98,0.91,3,188,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12754,0.1,0.77,6,272,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12640,0.75,0.83,5,262,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4031,0.23,0.88,5,156,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11060,0.72,0.66,4,184,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13342,0.39,0.68,2,282,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11018,0.82,0.65,5,178,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3781,0.76,0.92,4,154,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2095,0.99,0.92,3,220,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5923,0.98,0.87,5,151,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2927,0.67,0.58,3,246,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
586,0.8,0.74,4,221,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14377,0.43,0.55,2,129,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10249,0.7,0.6,5,208,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1844,0.75,0.57,5,162,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12865,0.4,0.53,2,155,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7642,0.51,0.5,5,242,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13269,0.84,1.0,5,242,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13927,0.89,0.95,2,181,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3692,0.79,0.6,4,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2236,0.93,0.87,5,154,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4407,0.77,0.58,2,247,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4139,0.5,0.95,2,208,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11721,0.11,0.91,6,308,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
10493,0.43,0.96,3,109,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8297,0.53,0.57,4,250,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
11812,0.36,0.48,2,156,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13494,0.43,0.54,2,153,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14180,0.37,0.57,2,129,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10235,0.9,0.65,3,254,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9896,0.72,0.99,3,143,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10937,0.75,0.87,4,146,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5813,0.69,0.75,5,201,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6158,0.99,0.82,3,255,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11368,0.53,0.74,3,172,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9470,0.48,0.9,4,208,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8270,0.7,0.6,3,266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
993,0.66,0.52,3,149,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9639,0.7,0.84,3,260,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11628,0.9,0.82,5,259,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6786,0.98,0.62,3,140,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1921,0.26,0.45,2,157,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6345,0.96,0.83,3,233,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11256,0.42,0.96,6,173,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12269,0.11,0.85,6,299,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14124,0.1,0.81,7,291,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
811,0.87,0.91,5,268,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14978,0.4,0.47,2,144,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14064,0.44,0.53,2,140,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6070,0.92,0.98,4,161,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12890,0.39,0.54,2,149,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6742,0.84,0.5,5,267,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11900,0.89,0.85,5,266,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5363,0.59,0.48,5,267,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9730,0.91,0.58,3,220,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0
7920,0.54,0.83,3,201,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11731,0.37,0.55,2,127,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8485,0.62,0.79,5,172,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14777,0.11,0.79,7,310,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11978,0.11,0.96,6,298,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1662,0.36,0.42,3,206,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5553,0.84,0.45,3,263,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9604,0.5,0.49,4,222,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8649,0.62,0.64,4,163,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4513,0.7,0.99,5,135,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8950,0.93,0.9,4,256,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8937,0.92,0.6,5,236,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0
13764,0.77,0.87,5,266,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14780,0.25,0.46,4,214,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7525,0.87,0.71,5,244,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12580,0.39,0.55,2,152,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4252,0.6,0.71,5,263,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2308,0.7,0.87,5,239,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7514,0.9,0.87,3,220,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3838,0.61,0.47,4,181,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1655,0.69,0.7,3,212,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5844,0.24,0.65,6,210,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9699,0.5,0.83,5,258,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8877,0.52,0.98,5,217,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8094,0.85,0.69,3,263,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5639,0.58,0.92,3,232,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6399,0.71,0.72,4,177,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13489,0.11,0.93,7,308,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5868,0.33,0.72,2,173,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2954,0.8,0.51,5,196,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9736,0.23,0.77,5,272,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8047,0.74,0.58,4,215,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8403,0.67,0.78,4,193,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12517,0.36,0.53,2,133,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13723,0.38,0.51,2,146,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2126,0.14,0.76,5,260,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6475,0.7,0.72,2,189,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9309,0.55,0.4,3,158,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5228,0.99,0.69,3,190,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4062,0.96,0.8,4,145,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9987,0.19,0.79,4,229,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8581,0.75,0.94,5,217,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14029,0.84,0.94,5,222,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14791,0.44,0.51,2,145,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7628,0.87,0.67,5,143,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8918,0.64,0.9,5,266,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8614,0.89,0.92,3,195,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,0.78,0.82,5,247,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14181,0.43,0.52,2,150,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8065,0.65,0.83,5,182,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
7412,0.65,0.63,3,137,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6025,0.68,0.93,4,179,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2183,0.54,0.59,4,228,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14867,0.79,0.86,5,235,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14521,0.1,0.93,7,305,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3111,0.52,1.0,4,148,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2034,0.26,0.81,5,139,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10596,0.17,0.36,6,191,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6341,0.83,0.84,4,206,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9585,0.91,0.75,2,147,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6597,0.71,0.65,3,190,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10089,0.49,0.37,5,246,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6702,0.54,0.7,3,213,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5186,0.75,0.61,5,173,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5369,0.22,0.9,4,209,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5719,0.75,0.48,3,250,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2254,0.54,0.6,3,209,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11693,0.84,0.93,4,251,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7271,0.77,0.87,4,209,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7310,0.81,0.52,3,162,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8304,0.66,0.84,4,253,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8739,0.69,0.75,5,196,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9625,0.68,0.97,3,250,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7173,0.82,0.75,3,161,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10494,0.7,0.54,5,263,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5333,0.61,0.93,3,250,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2856,0.77,0.96,6,225,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8299,0.76,0.98,4,258,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6315,0.33,0.77,3,216,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12403,0.36,0.54,2,136,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9910,0.37,0.92,4,211,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10508,0.48,0.74,2,271,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10120,0.71,0.9,3,138,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4676,0.52,0.53,5,182,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12459,0.11,0.93,4,295,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12717,0.43,0.56,6,149,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3433,0.62,0.68,3,124,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4604,0.19,0.85,6,116,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9929,0.82,0.76,3,219,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12608,0.77,0.89,5,243,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12113,0.79,0.84,4,240,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2069,0.83,0.69,4,232,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10897,0.91,0.8,5,169,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2655,0.8,0.86,3,136,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4606,0.63,0.5,4,167,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10904,0.5,0.53,3,142,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14862,0.09,0.88,6,269,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7517,0.95,0.87,3,201,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11809,0.38,0.46,2,145,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
970,0.74,0.63,3,230,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1598,0.77,0.86,5,282,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11804,0.56,0.71,4,296,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2582,0.91,0.51,2,211,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1984,0.59,0.93,3,265,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5702,0.91,0.67,4,206,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11131,0.59,0.6,3,214,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
388,0.72,0.51,3,235,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4767,0.73,0.95,3,149,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7688,0.64,0.92,5,211,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5020,0.62,0.73,3,138,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12828,0.45,0.47,2,136,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
315,0.78,0.76,5,168,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0
11011,0.6,0.98,4,146,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10282,0.59,0.72,3,182,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12010,0.74,0.87,5,242,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1328,0.79,0.59,3,145,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12724,0.46,0.52,2,148,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9150,0.54,0.61,4,118,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8486,0.73,0.65,3,145,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11065,0.94,0.64,5,247,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10747,0.78,0.77,3,244,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4048,0.64,0.99,3,214,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
605,0.63,0.95,4,137,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13409,0.76,1.0,4,220,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11752,0.37,0.45,2,131,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6133,0.94,0.73,3,154,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8132,0.14,0.49,4,115,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13249,0.11,0.88,6,294,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3334,0.85,0.8,4,254,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3898,0.2,0.73,3,250,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7171,0.3,0.58,2,124,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1368,0.83,0.82,5,273,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9158,0.69,0.55,3,172,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1253,0.95,0.78,4,225,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11501,0.09,0.87,7,295,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13467,0.41,0.54,2,152,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5100,0.66,0.65,3,234,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4344,0.63,0.79,3,197,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
13836,0.91,0.92,4,246,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7187,0.9,0.55,4,211,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6601,0.56,0.88,4,273,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2112,0.88,0.98,3,160,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7921,0.23,0.74,5,120,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4215,0.55,0.98,2,144,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
425,0.9,0.74,4,206,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11438,0.45,0.54,2,135,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8812,0.91,0.75,4,159,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9045,0.89,0.39,5,218,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1111,0.87,0.71,5,145,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14854,0.37,0.47,2,148,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13692,0.42,0.5,2,139,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
637,0.5,0.49,3,214,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
248,0.53,0.75,4,239,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9051,0.51,0.56,4,198,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1807,0.65,0.37,5,128,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14057,0.46,0.54,2,144,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3717,0.58,0.57,5,105,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
696,0.5,0.55,3,176,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6186,0.83,0.89,4,136,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13603,0.54,0.74,4,164,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1236,0.17,0.93,5,183,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5859,0.8,0.58,4,175,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1516,0.87,0.98,4,173,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14820,0.1,0.85,7,279,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7360,0.75,0.55,5,204,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14206,0.1,0.92,7,269,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1011,0.89,0.73,3,210,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
70,0.86,0.99,3,169,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3402,0.31,0.41,2,263,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4104,0.99,0.85,5,261,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1178,0.63,0.83,4,145,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10654,0.57,1.0,4,227,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10777,0.95,0.9,4,221,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9538,0.17,0.66,6,224,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8049,0.25,0.8,5,237,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9690,0.83,0.48,4,220,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1799,0.8,0.67,3,164,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4087,0.62,0.67,5,259,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5318,0.49,0.49,2,245,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3617,0.81,0.6,3,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4403,0.68,0.7,5,270,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10970,0.86,0.57,3,162,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12035,0.11,0.88,5,250,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
41,0.98,0.91,4,240,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9559,0.74,0.78,4,194,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12002,0.37,0.49,2,151,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8076,0.71,0.81,2,182,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4974,0.62,0.49,3,172,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6822,0.78,0.86,4,240,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6485,0.7,0.69,5,154,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6951,0.84,0.4,4,246,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5756,0.61,0.72,4,209,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4003,0.64,0.55,3,147,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5206,0.68,0.74,4,215,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2002,0.34,0.85,4,123,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6355,0.53,0.78,5,275,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12444,0.4,0.55,2,155,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
805,0.66,0.99,5,244,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10667,0.82,0.85,3,214,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10208,0.87,0.94,4,189,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9595,0.15,0.6,5,188,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11364,0.53,0.8,2,225,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2452,0.96,0.57,3,151,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4074,0.72,0.73,3,198,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4209,0.48,0.87,3,221,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9630,0.68,0.67,4,162,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2337,0.78,0.58,3,154,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2471,0.68,0.94,3,264,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4622,0.79,0.66,3,183,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13669,0.37,0.46,2,156,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4028,0.21,0.94,3,287,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13306,0.4,0.49,2,144,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025,0.12,0.58,3,241,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14723,0.09,0.96,6,259,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12033,0.86,0.92,5,252,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13353,0.73,0.97,6,189,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3011,0.52,0.54,5,239,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5082,0.26,0.73,4,178,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8122,0.35,0.54,3,128,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3844,0.49,0.92,4,229,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7662,0.44,0.46,3,121,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14285,0.11,0.97,6,277,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14338,0.7,0.89,3,183,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4351,0.98,0.68,4,154,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14617,0.73,0.99,5,241,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11454,0.82,0.87,4,239,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
170,0.81,0.94,3,225,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7807,0.5,0.8,6,201,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
217,0.56,0.97,5,163,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13159,0.41,0.56,2,133,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7387,0.34,0.69,3,155,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4069,0.54,0.64,6,278,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9676,0.92,0.68,4,138,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3283,0.66,0.92,3,177,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12048,0.8,0.75,3,268,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8878,1.0,0.88,6,201,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13281,0.36,0.51,2,130,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8962,0.65,0.79,5,233,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14658,0.1,0.84,5,298,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14846,0.39,0.57,2,127,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7073,0.63,0.74,4,173,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8570,0.64,0.51,4,177,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7488,0.78,0.96,2,174,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7646,0.56,0.89,4,263,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
900,0.88,0.67,5,260,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
184,0.79,0.84,3,176,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13045,0.76,0.98,4,237,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2913,0.9,0.72,5,237,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14208,0.44,0.65,3,271,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2145,0.54,0.67,2,129,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3733,0.59,0.51,4,184,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2088,0.79,0.67,4,152,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
